doc_id,doc_title,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,character,char_id,degree,weighted_degree,degree_centrality,strength_centrality,derived_by
pdf_01000000__01002019___9cf1474dd0,红鸾禧,01000000,1000000,《戏考》,《戏考》（1000000）,01002019,红鸾禧,众人,pdf_01000000__01002019___9cf1474dd0__char__7749c777ae,2,2,0.3333,0.0667,relations_aggregated
pdf_01000000__01002020___b68a4c781b,白状元祭塔,01000000,1000000,《戏考》,《戏考》（1000000）,01002020,白状元祭塔,白素贞,pdf_01000000__01002020___b68a4c781b__char__76dba5e700,4,23,1.0,1.0,relations_aggregated
pdf_01000000__01002020___b68a4c781b,白状元祭塔,01000000,1000000,《戏考》,《戏考》（1000000）,01002020,白状元祭塔,许仕林,pdf_01000000__01002020___b68a4c781b__char__2d9eeff834,4,19,1.0,0.8261,relations_aggregated
pdf_01000000__01002020___b68a4c781b,白状元祭塔,01000000,1000000,《戏考》,《戏考》（1000000）,01002020,白状元祭塔,塔神,pdf_01000000__01002020___b68a4c781b__char__fd48930619,4,12,1.0,0.5217,relations_aggregated
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,范仲禹,pdf_01000000__01003001___7e8bcc7c30__char__912da7791f,13,139,1.0,1.0,relations_aggregated
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,葛登云,pdf_01000000__01003001___7e8bcc7c30__char__46313980b6,8,51,0.6154,0.3669,relations_aggregated
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,报禄甲,pdf_01000000__01003001___7e8bcc7c30__char__d10d5c17a8,6,59,0.4615,0.4245,relations_aggregated
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,樵夫,pdf_01000000__01003001___7e8bcc7c30__char__fd012cf0f9,5,70,0.3846,0.5036,relations_aggregated
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,报禄乙,pdf_01000000__01003001___7e8bcc7c30__char__52533890d6,5,61,0.3846,0.4388,relations_aggregated
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,家院,pdf_01000000__01003001___7e8bcc7c30__char__99269f19c1,5,21,0.3846,0.1511,relations_aggregated
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,四青袍,pdf_01000000__01003001___7e8bcc7c30__char__cf54dfe85f,4,4,0.3077,0.0288,relations_aggregated
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,杀神,pdf_01000000__01003001___7e8bcc7c30__char__ac75efbdc9,3,5,0.2308,0.036,relations_aggregated
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,葛虎,pdf_01000000__01003001___7e8bcc7c30__char__520cf18708,3,7,0.2308,0.0504,relations_aggregated
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,土地,pdf_01000000__01003001___7e8bcc7c30__char__7d38eb3fc6,2,4,0.1538,0.0288,relations_aggregated
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,童儿,pdf_01000000__01003001___7e8bcc7c30__char__26c9961bbb,1,2,0.0769,0.0144,relations_aggregated
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,打扫书房,pdf_01000000__01003001___7e8bcc7c30__char__f19e7e590b,1,1,0.0769,0.0072,relations_aggregated
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,亮架子,pdf_01000000__01003001___7e8bcc7c30__char__ecab0f12f3,1,1,0.0769,0.0072,relations_aggregated
pdf_01000000__01003001___7e8bcc7c30,琼林宴,01000000,1000000,《戏考》,《戏考》（1000000）,01003001,琼林宴【前本】,起霸,pdf_01000000__01003001___7e8bcc7c30__char__5f3d0fef47,1,1,0.0769,0.0072,relations_aggregated
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,周瑜,pdf_01000000__01003002___acc415186d__char__95719ec611,21,211,1.0,1.0,relations_aggregated
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,诸葛亮,pdf_01000000__01003002___acc415186d__char__f94edb22f8,13,150,0.619,0.7109,relations_aggregated
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,鲁肃,pdf_01000000__01003002___acc415186d__char__d1e3ecb867,12,161,0.5714,0.763,relations_aggregated
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,蒋干,pdf_01000000__01003002___acc415186d__char__d7ced696d8,11,96,0.5238,0.455,relations_aggregated
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,曹操,pdf_01000000__01003002___acc415186d__char__80042e74d8,7,35,0.3333,0.1659,relations_aggregated
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,黄盖,pdf_01000000__01003002___acc415186d__char__31774bed7f,7,24,0.3333,0.1137,relations_aggregated
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,龙套,pdf_01000000__01003002___acc415186d__char__e630fefd4a,6,9,0.2857,0.0427,relations_aggregated
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,二水手,pdf_01000000__01003002___acc415186d__char__1fd1e9cf74,5,9,0.2381,0.0427,relations_aggregated
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,众将,pdf_01000000__01003002___acc415186d__char__c3c0feadda,5,5,0.2381,0.0237,relations_aggregated
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,甘宁,pdf_01000000__01003002___acc415186d__char__98ac70aa97,4,18,0.1905,0.0853,relations_aggregated
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,众人,pdf_01000000__01003002___acc415186d__char__017dbd0630,3,6,0.1429,0.0284,relations_aggregated
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,蔡中,pdf_01000000__01003002___acc415186d__char__ba9742aaab,3,7,0.1429,0.0332,relations_aggregated
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,张允,pdf_01000000__01003002___acc415186d__char__3ca6b8aa08,3,5,0.1429,0.0237,relations_aggregated
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,蔡瑁,pdf_01000000__01003002___acc415186d__char__17cd0b6ae8,3,5,0.1429,0.0237,relations_aggregated
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,太史慈,pdf_01000000__01003002___acc415186d__char__2ec399a6fa,2,9,0.0952,0.0427,relations_aggregated
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,军士,pdf_01000000__01003002___acc415186d__char__05041799a0,2,3,0.0952,0.0142,relations_aggregated
pdf_01000000__01003002___acc415186d,群英会,01000000,1000000,《戏考》,《戏考》（1000000）,01003002,群英会,蔡和,pdf_01000000__01003002___acc415186d__char__18a5631b16,1,1,0.0476,0.0047,relations_aggregated
pdf_01000000__01003003___c9d807e88a,桑园会,01000000,1000000,《戏考》,《戏考》（1000000）,01003003,桑园会,秋胡,pdf_01000000__01003003___c9d807e88a__char__145f2cd0b9,5,34,1.0,1.0,relations_aggregated
pdf_01000000__01003003___c9d807e88a,桑园会,01000000,1000000,《戏考》,《戏考》（1000000）,01003003,桑园会,罗氏,pdf_01000000__01003003___c9d807e88a__char__6925305228,5,32,1.0,0.9412,relations_aggregated
pdf_01000000__01003003___c9d807e88a,桑园会,01000000,1000000,《戏考》,《戏考》（1000000）,01003003,桑园会,秋母,pdf_01000000__01003003___c9d807e88a__char__7822eb6f95,4,28,0.8,0.8235,relations_aggregated
pdf_01000000__01003003___c9d807e88a,桑园会,01000000,1000000,《戏考》,《戏考》（1000000）,01003003,桑园会,秋胡罗氏,pdf_01000000__01003003___c9d807e88a__char__5b554f81b1,2,2,0.4,0.0588,relations_aggregated
pdf_01000000__01003008___7111d9396e,断太后,01000000,1000000,《戏考》,《戏考》（1000000）,01003008,断太后,包拯,pdf_01000000__01003008___7111d9396e__char__6e8fb3e655,8,48,1.0,1.0,relations_aggregated
pdf_01000000__01003008___7111d9396e,断太后,01000000,1000000,《戏考》,《戏考》（1000000）,01003008,断太后,地方,pdf_01000000__01003008___7111d9396e__char__9a35090a8f,7,29,0.875,0.6042,relations_aggregated
pdf_01000000__01003008___7111d9396e,断太后,01000000,1000000,《戏考》,《戏考》（1000000）,01003008,断太后,李后,pdf_01000000__01003008___7111d9396e__char__f1b3d35973,5,31,0.625,0.6458,relations_aggregated
pdf_01000000__01003008___7111d9396e,断太后,01000000,1000000,《戏考》,《戏考》（1000000）,01003008,断太后,马汉,pdf_01000000__01003008___7111d9396e__char__42ac04172b,3,8,0.375,0.1667,relations_aggregated
pdf_01000000__01003008___7111d9396e,断太后,01000000,1000000,《戏考》,《戏考》（1000000）,01003008,断太后,王朝,pdf_01000000__01003008___7111d9396e__char__c5b0dece4f,3,8,0.375,0.1667,relations_aggregated
pdf_01000000__01003008___7111d9396e,断太后,01000000,1000000,《戏考》,《戏考》（1000000）,01003008,断太后,众人,pdf_01000000__01003008___7111d9396e__char__32760fc13d,2,2,0.25,0.0417,relations_aggregated
pdf_01000000__01003009___821dbef739,打龙袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003009,打龙袍,宋仁宗,pdf_01000000__01003009___821dbef739__char__f6f03c2694,15,102,1.0,1.0,relations_aggregated
pdf_01000000__01003009___821dbef739,打龙袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003009,打龙袍,包拯,pdf_01000000__01003009___821dbef739__char__169188b71a,9,90,0.6,0.8824,relations_aggregated
pdf_01000000__01003009___821dbef739,打龙袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003009,打龙袍,李后,pdf_01000000__01003009___821dbef739__char__6df16d77bc,9,47,0.6,0.4608,relations_aggregated
pdf_01000000__01003009___821dbef739,打龙袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003009,打龙袍,陈琳,pdf_01000000__01003009___821dbef739__char__0077e0147e,6,32,0.4,0.3137,relations_aggregated
pdf_01000000__01003009___821dbef739,打龙袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003009,打龙袍,王延龄,pdf_01000000__01003009___821dbef739__char__d31a4ca5c9,6,20,0.4,0.1961,relations_aggregated
pdf_01000000__01003009___821dbef739,打龙袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003009,打龙袍,灯官,pdf_01000000__01003009___821dbef739__char__246c5569e6,4,9,0.2667,0.0882,relations_aggregated
pdf_01000000__01003009___821dbef739,打龙袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003009,打龙袍,郭槐,pdf_01000000__01003009___821dbef739__char__bc613f8e06,2,7,0.1333,0.0686,relations_aggregated
pdf_01000000__01003009___821dbef739,打龙袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003009,打龙袍,四大铠,pdf_01000000__01003009___821dbef739__char__e2ab43bf40,2,2,0.1333,0.0196,relations_aggregated
pdf_01000000__01003009___821dbef739,打龙袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003009,打龙袍,太监,pdf_01000000__01003009___821dbef739__char__4c5e0239c6,2,2,0.1333,0.0196,relations_aggregated
pdf_01000000__01003009___821dbef739,打龙袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003009,打龙袍,内侍,pdf_01000000__01003009___821dbef739__char__a2889dba68,1,1,0.0667,0.0098,relations_aggregated
pdf_01000000__01003010___2fda4a58c1,战蒲关,01000000,1000000,《戏考》,《戏考》（1000000）,01003010,战蒲关,王霸,pdf_01000000__01003010___2fda4a58c1__char__cbd0dd5563,7,23,1.0,0.7188,relations_aggregated
pdf_01000000__01003010___2fda4a58c1,战蒲关,01000000,1000000,《戏考》,《戏考》（1000000）,01003010,战蒲关,刘忠,pdf_01000000__01003010___2fda4a58c1__char__ddadc41d7a,5,32,0.7143,1.0,relations_aggregated
pdf_01000000__01003010___2fda4a58c1,战蒲关,01000000,1000000,《戏考》,《戏考》（1000000）,01003010,战蒲关,徐艳贞,pdf_01000000__01003010___2fda4a58c1__char__da288cda1a,4,17,0.5714,0.5312,relations_aggregated
pdf_01000000__01003010___2fda4a58c1,战蒲关,01000000,1000000,《戏考》,《戏考》（1000000）,01003010,战蒲关,众百姓,pdf_01000000__01003010___2fda4a58c1__char__6fb6242498,2,2,0.2857,0.0625,relations_aggregated
pdf_01000000__01003010___2fda4a58c1,战蒲关,01000000,1000000,《戏考》,《戏考》（1000000）,01003010,战蒲关,军士,pdf_01000000__01003010___2fda4a58c1__char__a2746ec882,2,2,0.2857,0.0625,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,赵匡胤,pdf_01000000__01003011___a844c57d4e__char__72668eef72,19,171,1.0,1.0,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,郑恩,pdf_01000000__01003011___a844c57d4e__char__0fc20654bc,17,117,0.8947,0.6842,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,韩龙,pdf_01000000__01003011___a844c57d4e__char__61f13d5518,13,50,0.6842,0.2924,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,高怀德,pdf_01000000__01003011___a844c57d4e__char__c766491bbd,11,86,0.5789,0.5029,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,陶三春,pdf_01000000__01003011___a844c57d4e__char__e52cb8b02b,9,36,0.4737,0.2105,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,苗顺,pdf_01000000__01003011___a844c57d4e__char__bcdba448ac,8,33,0.4211,0.193,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,郑英,pdf_01000000__01003011___a844c57d4e__char__3ee7c6ada5,7,26,0.3684,0.152,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,众武士,pdf_01000000__01003011___a844c57d4e__char__0af440b140,7,18,0.3684,0.1053,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,韩素梅,pdf_01000000__01003011___a844c57d4e__char__0ac09d8c88,5,15,0.2632,0.0877,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,太监,pdf_01000000__01003011___a844c57d4e__char__c6e2af2456,4,24,0.2105,0.1404,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,众人,pdf_01000000__01003011___a844c57d4e__char__7f0b3368cb,4,5,0.2105,0.0292,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,龙套,pdf_01000000__01003011___a844c57d4e__char__b3ca8681bb,4,8,0.2105,0.0468,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,黄花真人,pdf_01000000__01003011___a844c57d4e__char__b70227e412,3,6,0.1579,0.0351,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,二童子,pdf_01000000__01003011___a844c57d4e__char__022b265ef7,3,4,0.1579,0.0234,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,神仙,pdf_01000000__01003011___a844c57d4e__char__8a68ead88d,3,4,0.1579,0.0234,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,家院,pdf_01000000__01003011___a844c57d4e__char__64f848f8e7,3,4,0.1579,0.0234,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,二童子扶神仙,pdf_01000000__01003011___a844c57d4e__char__7b7b8ff392,3,3,0.1579,0.0175,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,神仙写,pdf_01000000__01003011___a844c57d4e__char__a710e4c420,3,3,0.1579,0.0175,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,郑高苗,pdf_01000000__01003011___a844c57d4e__char__43c039a059,2,4,0.1053,0.0234,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,黄门官,pdf_01000000__01003011___a844c57d4e__char__28bf593c87,2,3,0.1053,0.0175,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,报子,pdf_01000000__01003011___a844c57d4e__char__db2c464a5a,2,2,0.1053,0.0117,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,文堂甲,pdf_01000000__01003011___a844c57d4e__char__8329b9faa8,2,2,0.1053,0.0117,relations_aggregated
pdf_01000000__01003011___a844c57d4e,斩黄袍,01000000,1000000,《戏考》,《戏考》（1000000）,01003011,斩黄袍,武士,pdf_01000000__01003011___a844c57d4e__char__26d1af98e1,2,2,0.1053,0.0117,relations_aggregated
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,薛平贵,pdf_01000000__01003012___c2beeb2822__char__f4365a454c,9,37,1.0,1.0,relations_aggregated
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,游人丁,pdf_01000000__01003012___c2beeb2822__char__fd9072a829,7,31,0.7778,0.8378,relations_aggregated
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,王宝钏,pdf_01000000__01003012___c2beeb2822__char__43e3dc2e9a,7,37,0.7778,1.0,relations_aggregated
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,门官,pdf_01000000__01003012___c2beeb2822__char__75e2e34e6c,5,32,0.5556,0.8649,relations_aggregated
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,丫鬟,pdf_01000000__01003012___c2beeb2822__char__ed57f9fe00,4,17,0.4444,0.4595,relations_aggregated
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,月老,pdf_01000000__01003012___c2beeb2822__char__b873e9165b,4,6,0.4444,0.1622,relations_aggregated
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,游人甲,pdf_01000000__01003012___c2beeb2822__char__2c2b8b448a,3,7,0.3333,0.1892,relations_aggregated
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,四游人,pdf_01000000__01003012___c2beeb2822__char__826ce4b0f8,3,5,0.3333,0.1351,relations_aggregated
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,游人丙,pdf_01000000__01003012___c2beeb2822__char__36393e3b34,2,8,0.2222,0.2162,relations_aggregated
pdf_01000000__01003012___c2beeb2822,彩楼配,01000000,1000000,《戏考》,《戏考》（1000000）,01003012,彩楼配,游人乙,pdf_01000000__01003012___c2beeb2822__char__445e23d514,2,8,0.2222,0.2162,relations_aggregated
pdf_01000000__01003015___7938d34c45,阴阳河,01000000,1000000,《戏考》,《戏考》（1000000）,01003015,阴阳河,张茂深,pdf_01000000__01003015___7938d34c45__char__ba3079dc91,6,44,1.0,1.0,relations_aggregated
pdf_01000000__01003015___7938d34c45,阴阳河,01000000,1000000,《戏考》,《戏考》（1000000）,01003015,阴阳河,李桂莲,pdf_01000000__01003015___7938d34c45__char__22ede1c5b6,4,25,0.6667,0.5682,relations_aggregated
pdf_01000000__01003015___7938d34c45,阴阳河,01000000,1000000,《戏考》,《戏考》（1000000）,01003015,阴阳河,倪木,pdf_01000000__01003015___7938d34c45__char__99d8287f4a,4,16,0.6667,0.3636,relations_aggregated
pdf_01000000__01003015___7938d34c45,阴阳河,01000000,1000000,《戏考》,《戏考》（1000000）,01003015,阴阳河,店家,pdf_01000000__01003015___7938d34c45__char__a4b2a51048,2,15,0.3333,0.3409,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,薛礼,pdf_01000000__01003017___51aaa5bf95__char__360e9242b1,11,52,1.0,1.0,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,安殿宝,pdf_01000000__01003017___51aaa5bf95__char__0f05ed09cb,11,30,1.0,0.5769,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,张士贵,pdf_01000000__01003017___51aaa5bf95__char__ed98663694,10,33,0.9091,0.6346,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,周青,pdf_01000000__01003017___51aaa5bf95__char__8ec00e2797,8,17,0.7273,0.3269,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,何宗宪,pdf_01000000__01003017___51aaa5bf95__char__bc81eecc92,7,21,0.6364,0.4038,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,众伙头军,pdf_01000000__01003017___51aaa5bf95__char__a484c5d1d3,6,14,0.5455,0.2692,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,龙套,pdf_01000000__01003017___51aaa5bf95__char__51be839e4c,6,8,0.5455,0.1538,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,张志龙,pdf_01000000__01003017___51aaa5bf95__char__209a08420f,4,13,0.3636,0.25,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,二老军,pdf_01000000__01003017___51aaa5bf95__char__389a3da4c8,3,20,0.2727,0.3846,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,中军,pdf_01000000__01003017___51aaa5bf95__char__dcce2afb9c,3,11,0.2727,0.2115,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,众人,pdf_01000000__01003017___51aaa5bf95__char__f80727d69e,2,2,0.1818,0.0385,relations_aggregated
pdf_01000000__01003017___51aaa5bf95,独木关,01000000,1000000,《戏考》,《戏考》（1000000）,01003017,独木关,蓝天弼,pdf_01000000__01003017___51aaa5bf95__char__614d98be09,1,1,0.0909,0.0192,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,曹操,pdf_01000000__01004001___ad83d28842__char__e1bd96b7dd,33,226,1.0,1.0,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,华歆,pdf_01000000__01004001___ad83d28842__char__c3323ed43f,19,93,0.5758,0.4115,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,汉献帝,pdf_01000000__01004001___ad83d28842__char__c5e9da9fa3,14,86,0.4242,0.3805,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,伏后,pdf_01000000__01004001___ad83d28842__char__9dd690d913,12,61,0.3636,0.2699,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,张辽,pdf_01000000__01004001___ad83d28842__char__d776eb269d,11,23,0.3333,0.1018,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,穆顺,pdf_01000000__01004001___ad83d28842__char__3fba7bea98,10,121,0.303,0.5354,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,曹妃,pdf_01000000__01004001___ad83d28842__char__9517bd5ccf,10,31,0.303,0.1372,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,二皇子,pdf_01000000__01004001___ad83d28842__char__c784474173,8,29,0.2424,0.1283,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,荀攸,pdf_01000000__01004001___ad83d28842__char__1a389cc956,8,15,0.2424,0.0664,relations_aggregated
pdf_01000000__01004001___ad83d28842,逍遥津,01000000,1000000,《戏考》,《戏考》（1000000）,01004001,逍遥津,贾诩,pdf_01000000__01004001___ad83d28842__char__c58aaf1cdb,7,8,0.2121,0.0354,relations_aggregated
