doc_id,doc_title,collection_dir,collection_code,collection_name,collection_label,work_code,work_title_hint,character,char_id,degree,weighted_degree,degree_centrality,strength_centrality,derived_by
pdf_01000000__01001014___552f523069,七星灯,01000000,1000000,《戏考》,《戏考》（1000000）,01001014,七星灯,诸葛亮,pdf_01000000__01001014___552f523069__char__b3429857e0,16,79,1.0,1.0,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,01000000,1000000,《戏考》,《戏考》（1000000）,01001014,七星灯,司马懿,pdf_01000000__01001014___552f523069__char__068a1b5735,8,21,0.5,0.2658,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,01000000,1000000,《戏考》,《戏考》（1000000）,01001014,七星灯,姜维,pdf_01000000__01001014___552f523069__char__4f10f1f0c4,7,32,0.4375,0.4051,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,01000000,1000000,《戏考》,《戏考》（1000000）,01001014,七星灯,魏延,pdf_01000000__01001014___552f523069__char__6bfcddf41d,4,17,0.25,0.2152,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,01000000,1000000,《戏考》,《戏考》（1000000）,01001014,七星灯,李福,pdf_01000000__01001014___552f523069__char__4a525a4b65,3,16,0.1875,0.2025,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,01000000,1000000,《戏考》,《戏考》（1000000）,01001014,七星灯,王平,pdf_01000000__01001014___552f523069__char__f94b0efe4b,3,11,0.1875,0.1392,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,01000000,1000000,《戏考》,《戏考》（1000000）,01001014,七星灯,旗牌,pdf_01000000__01001014___552f523069__char__b61d1ee3c7,2,9,0.125,0.1139,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,01000000,1000000,《戏考》,《戏考》（1000000）,01001014,七星灯,杨仪,pdf_01000000__01001014___552f523069__char__33d81d62d3,2,7,0.125,0.0886,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,01000000,1000000,《戏考》,《戏考》（1000000）,01001014,七星灯,马岱,pdf_01000000__01001014___552f523069__char__738dbf60d4,2,7,0.125,0.0886,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,01000000,1000000,《戏考》,《戏考》（1000000）,01001014,七星灯,众将,pdf_01000000__01001014___552f523069__char__ff4a094e40,1,2,0.0625,0.0253,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,01000000,1000000,《戏考》,《戏考》（1000000）,01001014,七星灯,报子,pdf_01000000__01001014___552f523069__char__44d515bd96,1,2,0.0625,0.0253,relations_aggregated
pdf_01000000__01001014___552f523069,七星灯,01000000,1000000,《戏考》,《戏考》（1000000）,01001014,七星灯,龙套,pdf_01000000__01001014___552f523069__char__955a684e9d,1,1,0.0625,0.0127,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,寇准,pdf_01000000__01001017___e46f29227d__char__37f8688742,17,58,1.0,1.0,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,潘洪,pdf_01000000__01001017___e46f29227d__char__6a2c5e6f52,6,34,0.3529,0.5862,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,马牌子,pdf_01000000__01001017___e46f29227d__char__485fafb227,6,26,0.3529,0.4483,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,四青袍,pdf_01000000__01001017___e46f29227d__char__1616be4c5a,6,8,0.3529,0.1379,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,驿丞官,pdf_01000000__01001017___e46f29227d__char__8506dff17d,4,12,0.2353,0.2069,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,夫人,pdf_01000000__01001017___e46f29227d__char__fc2e01dd94,3,10,0.1765,0.1724,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,金牌官,pdf_01000000__01001017___e46f29227d__char__669d8ca275,3,4,0.1765,0.069,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,家院,pdf_01000000__01001017___e46f29227d__char__e98c13a85c,3,3,0.1765,0.0517,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,赵德芳,pdf_01000000__01001017___e46f29227d__char__14b947b4fe,2,9,0.1176,0.1552,relations_aggregated
pdf_01000000__01001017___e46f29227d,清官册,01000000,1000000,《戏考》,《戏考》（1000000）,01001017,清官册,太监,pdf_01000000__01001017___e46f29227d__char__72fc9ae99d,2,6,0.1176,0.1034,relations_aggregated
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,诸葛亮,pdf_01000000__01001019___9ae2e889df__char__3e24ab56aa,12,53,1.0,1.0,relations_aggregated
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,鲁肃,pdf_01000000__01001019___9ae2e889df__char__c9e08c542c,8,37,0.6667,0.6981,relations_aggregated
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,周循,pdf_01000000__01001019___9ae2e889df__char__86d5bc44d0,5,25,0.4167,0.4717,relations_aggregated
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,四吴将,pdf_01000000__01001019___9ae2e889df__char__a40c4a6293,3,9,0.25,0.1698,relations_aggregated
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,龙套,pdf_01000000__01001019___9ae2e889df__char__62f623e44a,3,4,0.25,0.0755,relations_aggregated
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,庞统,pdf_01000000__01001019___9ae2e889df__char__fafa60cedc,2,11,0.1667,0.2075,relations_aggregated
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,张飞,pdf_01000000__01001019___9ae2e889df__char__0a6b69f222,2,4,0.1667,0.0755,relations_aggregated
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,赵云,pdf_01000000__01001019___9ae2e889df__char__a2366cb26b,2,2,0.1667,0.0377,relations_aggregated
pdf_01000000__01001019___9ae2e889df,柴桑口,01000000,1000000,《戏考》,《戏考》（1000000）,01001019,柴桑口,周瑜,pdf_01000000__01001019___9ae2e889df__char__43ef6ff758,1,1,0.0833,0.0189,relations_aggregated
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,宋江,pdf_01000000__01001020___4ed03adea1__char__6d76ac7bcd,6,27,1.0,0.7941,relations_aggregated
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,张文远,pdf_01000000__01001020___4ed03adea1__char__b75d48c051,5,21,0.8333,0.6176,relations_aggregated
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,阎惜姣,pdf_01000000__01001020___4ed03adea1__char__897332419a,4,34,0.6667,1.0,relations_aggregated
pdf_01000000__01001020___4ed03adea1,宋江闹院,01000000,1000000,《戏考》,《戏考》（1000000）,01001020,宋江闹院,众人,pdf_01000000__01001020___4ed03adea1__char__fd98c75ebe,3,4,0.5,0.1176,relations_aggregated
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,杨继业,pdf_01000000__01002001___d30790f7a7__char__34724330da,7,27,1.0,1.0,relations_aggregated
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,杨延昭,pdf_01000000__01002001___d30790f7a7__char__359f37dcab,4,20,0.5714,0.7407,relations_aggregated
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,杨延嗣,pdf_01000000__01002001___d30790f7a7__char__179bfbd753,2,8,0.2857,0.2963,relations_aggregated
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,耶律休,pdf_01000000__01002001___d30790f7a7__char__c0c2dfab3a,2,5,0.2857,0.1852,relations_aggregated
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,探子,pdf_01000000__01002001___d30790f7a7__char__2e74883b3a,2,2,0.2857,0.0741,relations_aggregated
pdf_01000000__01002001___d30790f7a7,李陵碑,01000000,1000000,《戏考》,《戏考》（1000000）,01002001,李陵碑,四老军,pdf_01000000__01002001___d30790f7a7__char__4cb10e943d,1,2,0.1429,0.0741,relations_aggregated
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,孙尚香,pdf_01000000__01002003___ad1a817c3c__char__d02d5340ae,2,6,1.0,1.0,relations_aggregated
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,刘备,pdf_01000000__01002003___ad1a817c3c__char__35608de659,1,5,0.5,0.8333,relations_aggregated
pdf_01000000__01002003___ad1a817c3c,祭长江,01000000,1000000,《戏考》,《戏考》（1000000）,01002003,祭长江,龙王,pdf_01000000__01002003___ad1a817c3c__char__d789489960,1,1,0.5,0.1667,relations_aggregated
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,屠岸贾,pdf_01000000__01002008___7e0325cb8b__char__f41756c410,8,32,1.0,0.6667,relations_aggregated
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,程婴,pdf_01000000__01002008___7e0325cb8b__char__58587740c4,7,48,0.875,1.0,relations_aggregated
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,公孙杵臼,pdf_01000000__01002008___7e0325cb8b__char__6746e5781f,7,28,0.875,0.5833,relations_aggregated
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,程妻,pdf_01000000__01002008___7e0325cb8b__char__49c2bce8c2,4,18,0.5,0.375,relations_aggregated
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,龙套,pdf_01000000__01002008___7e0325cb8b__char__79d6827cec,4,6,0.5,0.125,relations_aggregated
pdf_01000000__01002008___7e0325cb8b,八义图,01000000,1000000,《戏考》,《戏考》（1000000）,01002008,八义图,二龙套,pdf_01000000__01002008___7e0325cb8b__char__695b32fb97,2,2,0.25,0.0417,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,姬光,pdf_01000000__01002009___15e6fa6cec__char__cec14564e1,11,39,1.0,0.78,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,伍员,pdf_01000000__01002009___15e6fa6cec__char__5ebf47f2e3,10,43,0.9091,0.86,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,专诸,pdf_01000000__01002009___15e6fa6cec__char__cbf529c16a,9,50,0.8182,1.0,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,被离,pdf_01000000__01002009___15e6fa6cec__char__f14a5ae912,4,11,0.3636,0.22,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,刘展雄,pdf_01000000__01002009___15e6fa6cec__char__d428739935,4,5,0.3636,0.1,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,牛二,pdf_01000000__01002009___15e6fa6cec__char__679e5e0c36,3,15,0.2727,0.3,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,老丈,pdf_01000000__01002009___15e6fa6cec__char__95aeb04571,3,12,0.2727,0.24,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,太监甲,pdf_01000000__01002009___15e6fa6cec__char__ed87d87582,3,6,0.2727,0.12,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,孙武,pdf_01000000__01002009___15e6fa6cec__char__e8edcde557,3,6,0.2727,0.12,relations_aggregated
pdf_01000000__01002009___15e6fa6cec,鱼肠剑,01000000,1000000,《戏考》,《戏考》（1000000）,01002009,鱼肠剑,专诸妻,pdf_01000000__01002009___15e6fa6cec__char__f1cfc7226e,2,5,0.1818,0.1,relations_aggregated
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,李凤姐,pdf_01000000__01002011___1a9416b419__char__53ea4bf90b,2,10,1.0,1.0,relations_aggregated
pdf_01000000__01002011___1a9416b419,梅龙镇,01000000,1000000,《戏考》,《戏考》（1000000）,01002011,梅龙镇,正德帝,pdf_01000000__01002011___1a9416b419__char__612185295d,2,10,1.0,1.0,relations_aggregated
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,吕布,pdf_01000000__01002012___6c0f4ca58e__char__e8e6a3063d,18,81,1.0,0.6585,relations_aggregated
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,曹操,pdf_01000000__01002012___6c0f4ca58e__char__a17699627a,16,123,0.8889,1.0,relations_aggregated
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,陈宫,pdf_01000000__01002012___6c0f4ca58e__char__bc3f71138a,15,65,0.8333,0.5285,relations_aggregated
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,貂蝉,pdf_01000000__01002012___6c0f4ca58e__char__5c4622ca1b,14,39,0.7778,0.3171,relations_aggregated
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,李典,pdf_01000000__01002012___6c0f4ca58e__char__38428f2166,11,19,0.6111,0.1545,relations_aggregated
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,曹洪,pdf_01000000__01002012___6c0f4ca58e__char__0f2290902b,11,20,0.6111,0.1626,relations_aggregated
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,张飞,pdf_01000000__01002012___6c0f4ca58e__char__ed1bbee596,11,17,0.6111,0.1382,relations_aggregated
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,张辽,pdf_01000000__01002012___6c0f4ca58e__char__7cb254628c,10,42,0.5556,0.3415,relations_aggregated
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,许褚,pdf_01000000__01002012___6c0f4ca58e__char__142fbec0a4,10,15,0.5556,0.122,relations_aggregated
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,关羽,pdf_01000000__01002012___6c0f4ca58e__char__5c7e8bcc5a,9,12,0.5,0.0976,relations_aggregated
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,刘备,pdf_01000000__01002012___6c0f4ca58e__char__ebbeff365f,8,40,0.4444,0.3252,relations_aggregated
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,小太监,pdf_01000000__01002012___6c0f4ca58e__char__2672e68dca,6,16,0.3333,0.1301,relations_aggregated
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,乐,pdf_01000000__01002012___6c0f4ca58e__char__f2bb12ec33,6,9,0.3333,0.0732,relations_aggregated
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,乐进,pdf_01000000__01002012___6c0f4ca58e__char__acae939414,5,6,0.2778,0.0488,relations_aggregated
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,同起霸,pdf_01000000__01002012___6c0f4ca58e__char__28c71dda59,4,4,0.2222,0.0325,relations_aggregated
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,龙套,pdf_01000000__01002012___6c0f4ca58e__char__7a0a65aab4,4,4,0.2222,0.0325,relations_aggregated
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,众人,pdf_01000000__01002012___6c0f4ca58e__char__2baf4bcdd3,2,8,0.1111,0.065,relations_aggregated
pdf_01000000__01002012___6c0f4ca58e,白门楼,01000000,1000000,《戏考》,《戏考》（1000000）,01002012,白门楼,龙套甲,pdf_01000000__01002012___6c0f4ca58e__char__cd8ae7e323,2,2,0.1111,0.0163,relations_aggregated
pdf_01000000__01002014___534d1c1fdb,宇宙锋,01000000,1000000,《戏考》,《戏考》（1000000）,01002014,宇宙锋,赵高,pdf_01000000__01002014___534d1c1fdb__char__99c1b3bbf7,9,33,1.0,1.0,relations_aggregated
pdf_01000000__01002014___534d1c1fdb,宇宙锋,01000000,1000000,《戏考》,《戏考》（1000000）,01002014,宇宙锋,秦王,pdf_01000000__01002014___534d1c1fdb__char__ce022cb4f8,6,23,0.6667,0.697,relations_aggregated
pdf_01000000__01002014___534d1c1fdb,宇宙锋,01000000,1000000,《戏考》,《戏考》（1000000）,01002014,宇宙锋,赵艳容,pdf_01000000__01002014___534d1c1fdb__char__64e4818113,5,26,0.5556,0.7879,relations_aggregated
pdf_01000000__01002014___534d1c1fdb,宇宙锋,01000000,1000000,《戏考》,《戏考》（1000000）,01002014,宇宙锋,门官,pdf_01000000__01002014___534d1c1fdb__char__a31cc94bde,5,7,0.5556,0.2121,relations_aggregated
pdf_01000000__01002014___534d1c1fdb,宇宙锋,01000000,1000000,《戏考》,《戏考》（1000000）,01002014,宇宙锋,丫头,pdf_01000000__01002014___534d1c1fdb__char__ddac22c0d4,2,2,0.2222,0.0606,relations_aggregated
pdf_01000000__01002014___534d1c1fdb,宇宙锋,01000000,1000000,《戏考》,《戏考》（1000000）,01002014,宇宙锋,丫鬟,pdf_01000000__01002014___534d1c1fdb__char__f39747c435,2,2,0.2222,0.0606,relations_aggregated
pdf_01000000__01002014___534d1c1fdb,宇宙锋,01000000,1000000,《戏考》,《戏考》（1000000）,01002014,宇宙锋,家人,pdf_01000000__01002014___534d1c1fdb__char__e003a8ab98,1,1,0.1111,0.0303,relations_aggregated
pdf_01000000__01002015___26a42a307f,取帅印,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,秦琼,pdf_01000000__01002015___26a42a307f__char__5ecd15dfa2,11,102,1.0,1.0,relations_aggregated
pdf_01000000__01002015___26a42a307f,取帅印,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,程咬金,pdf_01000000__01002015___26a42a307f__char__284154a168,11,80,1.0,0.7843,relations_aggregated
pdf_01000000__01002015___26a42a307f,取帅印,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,李世民,pdf_01000000__01002015___26a42a307f__char__5f7171c18e,8,45,0.7273,0.4412,relations_aggregated
pdf_01000000__01002015___26a42a307f,取帅印,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,秦怀玉,pdf_01000000__01002015___26a42a307f__char__c4f594b01a,8,51,0.7273,0.5,relations_aggregated
pdf_01000000__01002015___26a42a307f,取帅印,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,徐勣,pdf_01000000__01002015___26a42a307f__char__0912e1e03b,7,14,0.6364,0.1373,relations_aggregated
pdf_01000000__01002015___26a42a307f,取帅印,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,尉迟恭,pdf_01000000__01002015___26a42a307f__char__ad000b3495,6,36,0.5455,0.3529,relations_aggregated
pdf_01000000__01002015___26a42a307f,取帅印,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,院子,pdf_01000000__01002015___26a42a307f__char__9963358bc8,5,6,0.4545,0.0588,relations_aggregated
pdf_01000000__01002015___26a42a307f,取帅印,01000000,1000000,《戏考》,《戏考》（1000000）,01002015,取帅印,旗牌,pdf_01000000__01002015___26a42a307f__char__868a01f1f3,4,6,0.3636,0.0588,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,萧恩,pdf_01000000__01002016___7c4fa6e0d0__char__1b320e74d7,18,208,1.0,1.0,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,大教师,pdf_01000000__01002016___7c4fa6e0d0__char__46eb6d0f04,12,104,0.6667,0.5,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,丁郎,pdf_01000000__01002016___7c4fa6e0d0__char__ef9971249c,10,65,0.5556,0.3125,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,丁员外,pdf_01000000__01002016___7c4fa6e0d0__char__a43a0ff027,10,39,0.5556,0.1875,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,萧桂英,pdf_01000000__01002016___7c4fa6e0d0__char__518207dfcc,8,83,0.4444,0.399,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,郭先生,pdf_01000000__01002016___7c4fa6e0d0__char__ff5ab78968,8,20,0.4444,0.0962,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,倪荣,pdf_01000000__01002016___7c4fa6e0d0__char__5f372a1071,6,65,0.3333,0.3125,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,李俊,pdf_01000000__01002016___7c4fa6e0d0__char__6df09b0ab1,6,51,0.3333,0.2452,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,家丁,pdf_01000000__01002016___7c4fa6e0d0__char__22309024c0,3,23,0.1667,0.1106,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,衙役,pdf_01000000__01002016___7c4fa6e0d0__char__95de58f3e6,3,8,0.1667,0.0385,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,四家丁,pdf_01000000__01002016___7c4fa6e0d0__char__41a994893f,2,4,0.1111,0.0192,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,吕子秋,pdf_01000000__01002016___7c4fa6e0d0__char__b5ff90b4a8,2,2,0.1111,0.0096,relations_aggregated
pdf_01000000__01002016___7c4fa6e0d0,打渔杀家,01000000,1000000,《戏考》,《戏考》（1000000）,01002016,打渔杀家,李倪,pdf_01000000__01002016___7c4fa6e0d0__char__b4941a2d2e,2,2,0.1111,0.0096,relations_aggregated
pdf_01000000__01002017___248eca40c2,黑风帕,01000000,1000000,《戏考》,《戏考》（1000000）,01002017,黑风帕,高旺,pdf_01000000__01002017___248eca40c2__char__f1cacc05ac,10,62,1.0,1.0,relations_aggregated
pdf_01000000__01002017___248eca40c2,黑风帕,01000000,1000000,《戏考》,《戏考》（1000000）,01002017,黑风帕,张保,pdf_01000000__01002017___248eca40c2__char__c1d4c29bd0,7,21,0.7,0.3387,relations_aggregated
pdf_01000000__01002017___248eca40c2,黑风帕,01000000,1000000,《戏考》,《戏考》（1000000）,01002017,黑风帕,张兰英,pdf_01000000__01002017___248eca40c2__char__35f7d57ce3,6,21,0.6,0.3387,relations_aggregated
pdf_01000000__01002017___248eca40c2,黑风帕,01000000,1000000,《戏考》,《戏考》（1000000）,01002017,黑风帕,鞑婆,pdf_01000000__01002017___248eca40c2__char__2f517acee9,6,18,0.6,0.2903,relations_aggregated
pdf_01000000__01002017___248eca40c2,黑风帕,01000000,1000000,《戏考》,《戏考》（1000000）,01002017,黑风帕,杨八妹,pdf_01000000__01002017___248eca40c2__char__2773168095,5,21,0.5,0.3387,relations_aggregated
pdf_01000000__01002017___248eca40c2,黑风帕,01000000,1000000,《戏考》,《戏考》（1000000）,01002017,黑风帕,高来,pdf_01000000__01002017___248eca40c2__char__653e756cb9,4,29,0.4,0.4677,relations_aggregated
pdf_01000000__01002019___9cf1474dd0,红鸾禧,01000000,1000000,《戏考》,《戏考》（1000000）,01002019,红鸾禧,金松,pdf_01000000__01002019___9cf1474dd0__char__44e8d6f505,6,29,1.0,0.9667,relations_aggregated
pdf_01000000__01002019___9cf1474dd0,红鸾禧,01000000,1000000,《戏考》,《戏考》（1000000）,01002019,红鸾禧,莫稽,pdf_01000000__01002019___9cf1474dd0__char__c6198e9eda,4,30,0.6667,1.0,relations_aggregated
pdf_01000000__01002019___9cf1474dd0,红鸾禧,01000000,1000000,《戏考》,《戏考》（1000000）,01002019,红鸾禧,金玉奴,pdf_01000000__01002019___9cf1474dd0__char__6134f9b89d,4,25,0.6667,0.8333,relations_aggregated
pdf_01000000__01002019___9cf1474dd0,红鸾禧,01000000,1000000,《戏考》,《戏考》（1000000）,01002019,红鸾禧,二杆,pdf_01000000__01002019___9cf1474dd0__char__fa6fc2aeaf,4,6,0.6667,0.2,relations_aggregated
