doc_id,doc_title,line_id,scene_id,source_file,source_path,relative_path,batch_id,scene_index,scene,line_no,row_type,line_category,speaker,speaker_char_id,cue,perform_type,perform_subtype,action_tags,participants,text,raw_line
pdf_01000000__01005017___c3461c8709,柳林池,pdf_01000000__01005017___c3461c8709__line__000001,pdf_01000000__01005017___c3461c8709__scene__000,01005017_柳林池.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01005017_柳林池.pdf,01000000/01005017_柳林池.pdf,a2504dd0-9a22-485e-848c-d08f96ade7ca,0,序幕/前置内容,1,narration,narration,,,,说明,,,《柳林池》,# 《柳林池》,# 《柳林池》
pdf_01000000__01005017___c3461c8709,柳林池,pdf_01000000__01005017___c3461c8709__line__000003,pdf_01000000__01005017___c3461c8709__scene__000,01005017_柳林池.pdf,D:\University_studies\Junior\data_visualization\experiment\final_self\opera_dataset\01000000\01005017_柳林池.pdf,01000000/01005017_柳林池.pdf,a2504dd0-9a22-485e-848c-d08f96ade7ca,0,序幕/前置内容,3,narration,narration,,,,说明,,杀,韩琪,# （一名：《韩琪杀庙》；一名：《三官堂》）,# （一名：《韩琪杀庙》；一名：《三官堂》）
