doc_id,source_file,source_path,relative_path,batch_id,scene_index,scene,line_no,row_type,line_category,speaker,cue,text,raw_line
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,117,stage_direction,stage_direction,,邓伯道换衣衾。金氏、邓元、邓方同上。,,（邓伯道换衣衾。金氏、邓元、邓方同上。）
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,119,dialogue,dialogue,邓伯道,白,众家丁，你等请上，受我全家一拜！,邓伯道 （白） 众家丁，你等请上，受我全家一拜！
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,121,dialogue,dialogue,,二黄摇板,一家人跪草堂珠泪滚滚，,（二黄摇板） 一家人跪草堂珠泪滚滚，
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,123,narration,narration,,,尊一声众家丁细听分明：,尊一声众家丁细听分明：
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,125,narration,narration,,,都只为黑水国兴兵犯境，,都只为黑水国兴兵犯境，
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,127,narration,narration,,,我带着二东人前去逃生。,我带着二东人前去逃生。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,129,narration,narration,,,但愿得他贼兵不到此境，,但愿得他贼兵不到此境，
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,131,narration,narration,,,我回来将家财与尔等平分。,我回来将家财与尔等平分。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,133,narration,narration,,,急忙忙说不尽衷肠话论，,急忙忙说不尽衷肠话论，
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,135,dialogue,dialogue,,三叫头,家丁！义仆！哎吓！,（三叫头） 家丁！义仆！哎吓！
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,137,dialogue,dialogue,众家丁,同白,员外吓！,众家丁 （同白） 员外吓！
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,139,stage_direction,stage_direction,,邓伯道、金氏、邓元、邓方同下。,,（邓伯道、金氏、邓元、邓方同下。）
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,141,dialogue,dialogue,二家院,同白,嗳，列位，员外东人他们俱已去了，倘若贼兵到此，你我如何是好？,二家院 （同白） 嗳，列位，员外东人他们俱已去了，倘若贼兵到此，你我如何是好？
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,143,dialogue,dialogue,众家丁,同白,你我吃的饱饱的，关上了门，尽等窍辫子。,众家丁 （同白） 你我吃的饱饱的，关上了门，尽等窍辫子。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,145,stage_direction,stage_direction,,众人同下。,,（众人同下。）
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,147,narration,narration,,,# 【第三场】,# 【第三场】
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,149,stage_direction,stage_direction,,四龙套引番王同上。,,（四龙套引番王同上。）
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,151,dialogue,dialogue,番王,白,某，石勒。某家一路而来，斩关夺寨。前面已是文水县。,番王 （白） 某，石勒。某家一路而来，斩关夺寨。前面已是文水县。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,153,narration,narration,,,巴都鲁！,巴都鲁！
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,155,stage_direction,stage_direction,,众人同允。,,（众人同允。）
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,157,dialogue,dialogue,番王,白,杀！,番王 （白） 杀！
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,159,stage_direction,stage_direction,,众人同下。,,（众人同下。）
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,161,narration,narration,,,# 【第四场】,# 【第四场】
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,163,narration,narration,,,邓元、邓方 （内同白） 走吓！,邓元、邓方 （内同白） 走吓！
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,165,stage_direction,stage_direction,,邓伯道、金氏、邓元、邓方同上。,,（邓伯道、金氏、邓元、邓方同上。）
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,167,dialogue,dialogue,邓伯道,二黄摇板,走青山望白云，,邓伯道 （二黄摇板） 走青山望白云，
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,169,dialogue,dialogue,邓方,二黄摇板,家乡何在？,邓方 （二黄摇板） 家乡何在？
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,171,dialogue,dialogue,金氏,二黄摇板,一家人逃性命哪顾家财。,金氏 （二黄摇板） 一家人逃性命哪顾家财。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,173,dialogue,dialogue,邓伯道,二黄快三眼,山又高水又深无计何奈，,邓伯道 （二黄快三眼） 山又高水又深无计何奈，
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,175,dialogue,dialogue,金氏,二黄慢板,道有草石有苔寸步难挨。,金氏 （二黄慢板） 道有草石有苔寸步难挨。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,177,dialogue,dialogue,邓伯道,二黄原板,带姣儿手攀藤忙登出界，,邓伯道 （二黄原板） 带姣儿手攀藤忙登出界，
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,179,stage_direction,stage_direction,,邓伯道、金氏、邓元、邓方同上山。,,（邓伯道、金氏、邓元、邓方同上山。）
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,181,dialogue,dialogue,金氏,二黄原板,走得我两腿痛珠泪满腮。,金氏 （二黄原板） 走得我两腿痛珠泪满腮。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,183,dialogue,dialogue,邓伯道,二黄原板,眼望见白茫茫何方地界？,邓伯道 （二黄原板） 眼望见白茫茫何方地界？
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,185,dialogue,dialogue,金氏,二黄原板,何日里到潼关才放心怀。,金氏 （二黄原板） 何日里到潼关才放心怀。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,187,dialogue,dialogue,邓伯道,二黄摇板,眼望见旌旗飘把人唬坏，,邓伯道 （二黄摇板） 眼望见旌旗飘把人唬坏，
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,189,stage_direction,stage_direction,,众百姓同上，逃离，番兵同追上，过场，众人同下。,,（众百姓同上，逃离，番兵同追上，过场，众人同下。）
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,191,dialogue,dialogue,邓伯道,白,哎呀，,邓伯道 （白） 哎呀，
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,193,dialogue,dialogue,,二黄摇板,又只见众百姓逃离前来。,（二黄摇板） 又只见众百姓逃离前来。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,195,narration,narration,,,叫姣儿随定我切莫痴呆，,叫姣儿随定我切莫痴呆，
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,197,stage_direction,stage_direction,,番兵自两边抄下。风旗引金氏同下，邓伯道、邓元、邓方同下。,,（番兵自两边抄下。风旗引金氏同下，邓伯道、邓元、邓方同下。）
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,199,narration,narration,,,# 【第五场】,# 【第五场】
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,201,stage_direction,stage_direction,,邓伯道挽邓元、邓方同上。,,（邓伯道挽邓元、邓方同上。）
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,203,dialogue,dialogue,邓伯道,白,唬杀我也，唬杀我也！儿吓，你婶娘哪里去了？,邓伯道 （白） 唬杀我也，唬杀我也！儿吓，你婶娘哪里去了？
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,205,dialogue,dialogue,邓元,白,不知去向。,邓元 （白） 不知去向。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,207,dialogue,dialogue,邓伯道,白,儿吓，你母亲哪里去了？,邓伯道 （白） 儿吓，你母亲哪里去了？
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,209,dialogue,dialogue,邓方,白,被贼兵抢了去了！,邓方 （白） 被贼兵抢了去了！
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,211,dialogue,dialogue,邓伯道,白,你待怎样？,邓伯道 （白） 你待怎样？
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,213,dialogue,dialogue,邓方,白,抢了去了！,邓方 （白） 抢了去了！
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,215,dialogue,dialogue,邓伯道,白,哎吓，,邓伯道 （白） 哎吓，
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,217,dialogue,dialogue,,二黄导板,听说是贼兵抢三魂不在，,（二黄导板） 听说是贼兵抢三魂不在，
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,219,dialogue,dialogue,,白,哎吓！,（白） 哎吓！
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,221,narration,narration,,,邓元、,邓元、
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,223,dialogue,dialogue,邓方,同白,醒来！,邓方 （同白） 醒来！
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,225,dialogue,dialogue,邓伯道,二黄摇板,眼见得一家人四下分开。,邓伯道 （二黄摇板） 眼见得一家人四下分开。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,227,dialogue,dialogue,,白,儿吓，谅那贼兵走之不远，我们快快赶上前去！,（白） 儿吓，谅那贼兵走之不远，我们快快赶上前去！
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,229,dialogue,dialogue,邓方,白,我哥哥不走了。,邓方 （白） 我哥哥不走了。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,231,dialogue,dialogue,邓伯道,白,儿吓，你为何不走？,邓伯道 （白） 儿吓，你为何不走？
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,233,dialogue,dialogue,邓元,白,孩儿两足疼痛，难以行走。,邓元 （白） 孩儿两足疼痛，难以行走。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,235,dialogue,dialogue,邓伯道,白,哦，你两足疼痛，难以行走？,邓伯道 （白） 哦，你两足疼痛，难以行走？
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,237,dialogue,dialogue,邓元,白,正是。,邓元 （白） 正是。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,239,dialogue,dialogue,邓伯道,白,你来看，那旁有一高坡，你先站了上去，待为父背儿一程。,邓伯道 （白） 你来看，那旁有一高坡，你先站了上去，待为父背儿一程。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,241,dialogue,dialogue,邓元,白,爹爹老了。,邓元 （白） 爹爹老了。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,243,dialogue,dialogue,邓伯道,白,为父的么，虽然年迈，到是康健，你且站了上去。,邓伯道 （白） 为父的么，虽然年迈，到是康健，你且站了上去。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,245,dialogue,dialogue,邓元,白,爹爹小心了。,邓元 （白） 爹爹小心了。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,247,dialogue,dialogue,邓伯道,白,你也小心了。,邓伯道 （白） 你也小心了。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,249,stage_direction,stage_direction,,邓方哭。,,（邓方哭。）
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,251,dialogue,dialogue,邓伯道,白,儿吓，不要啼哭，背完了你哥哥，再来背你。,邓伯道 （白） 儿吓，不要啼哭，背完了你哥哥，再来背你。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,253,dialogue,dialogue,邓方,白,你去背他，我不要。,邓方 （白） 你去背他，我不要。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,255,dialogue,dialogue,邓元,白,爹爹来吓！,邓元 （白） 爹爹来吓！
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,257,dialogue,dialogue,邓伯道,白,来了。,邓伯道 （白） 来了。
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,259,stage_direction,stage_direction,,邓伯道背邓元。,,（邓伯道背邓元。）
pdf_01000000__01001007___1b262d262b,01001007_桑园寄子.pdf,D:\University_studies\Junior\data_visualization\experiment\final\opera_dataset\01000000\01001007_桑园寄子.pdf,01000000/01001007_桑园寄子.pdf,33346438-2940-4c01-ba70-6dc00da87058,0,序幕/前置内容,261,dialogue,dialogue,邓伯道,二黄摇板,前世里欠下了冤孽魔债，,邓伯道 （二黄摇板） 前世里欠下了冤孽魔债，
