doc_id,doc_title,theme_a,theme_b,cooccurrence_weight,evidence,derived_by
pdf_01000000__01005007___5e730b94b2,二进宫,亲情,家国,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01005007___5e730b94b2,二进宫,亲情,忠义,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01005007___5e730b94b2,二进宫,亲情,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01005007___5e730b94b2,二进宫,家国,忠义,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01005007___5e730b94b2,二进宫,家国,权谋,1,序幕/前置内容,scene_cooccurrence
pdf_01000000__01005007___5e730b94b2,二进宫,忠义,权谋,1,序幕/前置内容,scene_cooccurrence
